Premise,Hypothesis,Question,Option A,Option B,Option C,Answer,Source,Expected Cosine Similarity
"Cooper was condemned, reviled and, for a brief time, incredibly popular.",Copper was very unpopular once. ,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
"Real crime, you'd know at once.""",Real crime is easy to tell.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
Highlights include the Arsinoion rotunda built for Egyptian Queen Arsinoe in the third century b.c. from marble brought from Thasos.,The marble the created the Arsinoion rotunda wasn't brought from Thasos.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
An older man sits on a bench at the bus stop.,An older man sits on a bench at the bus stop while reading a newspaper.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
A blond woman exiting a photography store.,A woman looks at her pictures after picking them up.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
A Marching Band practicing at night.,It is daytime.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,SNLI,Low
yeah gosh i remember when i was little uh we didn't have a i lived grew up in southern Oklahoma and uh people across the street had a cellar and we we never did,I always wished we had a cellar when I was growing up.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
In no other city in the world are millions of visitors so conscious of the portentous lives of people who lived here thousands of years ago.,Millions of people lived in the city thousands of years ago.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
"I never took the salt near it.""",It was out of fear that I didn't ever take the salt near it.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
But Johnny's always been like that.,Johnny has always been stubborn.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
"An older individual crosses the street on what seems to be an overcast day, traffic approaches in the background.",An older man is driving a car.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,SNLI,Low
A sexy woman poses while people take pictures of her.,The woman is having her picture taken for a magazine,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
"Man in yellow behind the wheel of a tractor, hooked to a trailer and under an open sided roof, while others climb on the back.",A man in light yellow is behind the wheel of a tractor.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
oh now that's nice yeah,That is not nice.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
"Italy's most important jazz festival is held in Perugia in July, and there is another in Alassio in September.",Alassio's Jazz festival is just as good as Perugia's,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
Group of volunteers walking in front of a bathhouse.,Group of women walking past bathhose.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
Many still lie in private hands.,All of them are not privately owned anymore.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
oh i see uh-huh well if you ever decide to get a newer later model think about an Amiga because it's the slickest machine you've ever seen,The Amiga is the worse option to pick.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
"No longer the sole habitat of sun worshippers, the islands welcome thousands of cyclists in early spring; April and May bring hikers to exclaim over wildflowers; and bird-watchers with binoculars and zoom lenses record rarities and migrants on their way north.",Bird-watchers often visit the islands all year round.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
This is a male juggler tossing three flaming batons at night near a yellow car and in front a picket fence.,The man is outside.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
"A pale white lady with blond-hair and crystal clear blue eyes, somberly poses with two red berries placed in her nostrils.",A man with no hair rest while an apple sits in his mouth.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,SNLI,Low
Three man around a wheeled cart with baked goods while a man with a cane walks away.,a man with a cane walks toward three men around a baked goods cart on a sidewalk,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
"The following morning the indefatigable Albert, having cemented an alliance with the greengrocer's boy, took the latter's place and ingratiated himself with the cook at Malthouse.",Albert got an alliance with the greengrocer's boy who worked at the store down the street.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
"He always slept during flights, and he flew quite much, because he made a fortune as a trader of rights for the emission of stratospheric gases (he had connections in the appropriate European commission), and so he was needed in every geographical latitude.",He always took a pillow to sleep on the plane.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
A child in a black shirt standing on a wooden dock near a picnic table.,The child is standing on a picnic table on a rainy day.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
A man is holding a drink next to another man smoking.,the men are friends,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
A man in an orange shirt and a baseball cap is sitting on the tailgate of a gray truck parked next to a red compact car in a parking lot.,There is a woman in a red shirt and a basketball cap standing.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,SNLI,Low
The result is the step pyramid at Saqqara.,The step pyramid in Chicago is the end result.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
but i have a um i have a lot of friends you know who are sort of adamant you know Israel should it's his right and they do whatever they want and i think they've been sort of hard nosed about the entire thing and uh you know in some sense may the moderates may be right they may you know may be it is better if they give up just a little bit just to sort of settle things down,"However, if you give up too much, then they'll want even more and things will kick off.","Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
"Chances are that when Nike put Burroughs in one of its ads, none of the company's executives had even heard of him.","Probably none of the Nike's executives never heard of Burroughs, said my brother.","Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
Gave 'em to me when I gentle broke a wild one none o' th' other boys could back.,The wild one was a difficult one for me to break.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
A kid in a red and black coat is laying on his back in the snow with his arm in the air and a red sled is next to him.,The sled is blue.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,SNLI,Low
well i see that we both share the same belief here that it's important that we spend time with our kids and and in spite of,"I wish that more people could work less, and spend more time with their kids.","Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
I still read history.,I still read history books every month.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
"In 1807 the Treaty was put in jeopardy and the troops returned, re?έain?Ωng until 1814.",The treaty was safe.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
For a second or two Drew blinked the occupation fitted in too well with their worries of the night before.,Drew was unable to blink due to an eye injury.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
Congress recognized that in some cases not all of the performance data will be available in time for the March 31 reporting date.,"Not all the data will be available on time, so it will be thrown out.","Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
Employers who successfully excluded legal services representatives from their labor camps or intimidated workers into not contacting legal services during the course of employment could ensure a workforce without access to legal representation.,"Employers could intimidate their workforce with illegal threats of withholding or wrongful termination, and get away with the act without reprisal.","Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
A lady getting ready to swing a tennis racket while onlookers watch the tennis match.,a lady swinging a tennis racket during a championship game,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
A race car blows smoke while it drives.,A race car blows smoke while it drives past the finish line.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
A young girls makes a silly face for the camera.,A girl makes several silly faces while posing for the camera,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
"As previously noted, we published new independence standards dealing with non-audit/consulting services when the AICPA failed to act.",The AICPA fails to act on numerous occasions and will be dealt with swiftly.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
A man wearing a blue shirt holds his guitar between his legs while looking at his hands.,A man is about to play his guitar.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
"Anyway, it's worth trying. After handing it over the counter she set out briskly for home, stopping at a baker's to buy three penny-worth of new buns.",She handed three penny over the counter for her new buns.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
"An older man wearing a winter coat and jeans stands in front of a large, wheeled flower cart.",The older man is cold.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
when putting the catalytic converter back on i had to put the right side of the car up on jack stands,The car didn't need any new converters.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
"But McVeigh's lawyer indicated that his team had faked the putative confession in order to persuade a witness to talk to them, and an Oklahoma reporter has now confirmed that the defense team's private eye told him of the fake confession a year ago.",The lawyers were not behaving ethically.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
A guy in a robe sitting on the edge of a hot tub smiling.,The man has been in the hot tub already today.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
"In the year 1835, the raja of the then-independent kingdom of Sikkim was pressured into ceding Darjeeling to the British.",The kingdom of Sikkim ceded to the British in the 21st century.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
People lean over in the snow.,The day is warm and summery.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,SNLI,Low
 Early Settlements,The oldest settlements,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
"The children are living in fairly intolerable situations while the parents are battling it out, she said. ","The government as well as parents are trying to fight the harsh conditions that they and their children are living in, and the efforts are somewhat successful so far.","Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
The resulting competency profile is used to assess gaps in individual or group competency levels and develop human capital strategies to address current or expected future deficiencies.,Gaps in group and individual competency levels can't be assessed with the resulting competency profiles.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
A man dressed in a blue running shirt is stretching outside of his apartment before he takes his run.,a man gets ready to jog to his friend's house,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
(The judge will not make that decision until Nov. 10 at the earliest.),The judge will decide who wins in November.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
Two boys dressed in purple shirts sit and smile while leaning against a picket fence.,Two friends sitting after school.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
A woman making a surprised face while holding her child.,The woman is brown.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
"The truth about the Japanese market has always been that it is penetrable, but only after tremendous effort.",The Japanese market is a good place to invest during hard times because it is usually stable.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
"The elliptical amphitheater's 22,000 seats sell out months in advance for summertime open-air productions of Aida. ",Barely anyone goes to the amphitheater to see Aida in the summer.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
"The number ninety, blue car, is sitting on the track.",The number ninety sits on the track after a crash where it was nearly destroyed.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
A child in yellow attempts a goal at a soccer game while the goalie in red tries to block the shot.,The kids are playing volleyball,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,SNLI,Low
"These are 19th-century The originals were torn down during the Revolution because they were thought to depict kings of France (21 of them were recently discovered and preserved in the Musee du Moyen Age, see page 55).",The Musee du Moyen Age contains these 21 paintings as well as hundreds of other art pieces.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
uh huh sometimes it might be the candlelight and sometimes it might be the picnic out back or something  well that's you know that's fun,Sometime's we'll eat by candlelight or outside somewhere.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
i  oh we we watch those award shows too we like we enjoyed watching the country and the Grammies and stuff but i just i just don't care for him i just never have i don't,We never watch the award shows.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
One basketball player wearing a white jersey trying to pass the basketball into bounds while the other team blocks him.,Football is played by friends.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,SNLI,Low
"Perakiawhich means silver in Malay, is Malaysia's second largest state, reaching from Tanjung Malim in the south to the Thai border, covering some 21,000 sq km (13,125 sq miles).",Perakiawhich doesn't mean anything in Malay.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
"While gaining access to justice is their first priority, most legal-aid organizations put marketing and development on the back burner.",None of the legal-aid organizations put marketing on the back burner.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
"Children can play on the never-ending sandy beach or take a ride on a donkey, a seaside tradition for generations of English children.",One can find things with a metal detector on the beach.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
His absolutist followers smear Hersh as a fabricator.,Hersh has never been accused of having an ulterior motive.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
A little girl jumps in the air next to a jukebox mural.,the girls is five,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
A male sword swallower with piercings and tattoos is smiling as he slips a sword down his throat.,The Male sword swallower does not like to smile while he does his tricks.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,SNLI,Low
A group of people are sitting next to each other with some wearing white shirts and blue vests with yellow sashes and the others wearing large fluffy white hats with a pink fluffy top.,Two dance teams sit next to each other.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
A boy dressed in a dark shirt carries a blue bag over his shoulder and a green pail.,A boy is sitting still.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,SNLI,Low
The interpretation of this increase is  It is not clear if the increase reflects an increased cost of outsourced engineering or simply the cost of increased intensity of engineering required by today's technologydriven projects and more sophisticated design and construction practices.,The interpretation of the increase is clear.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
A man is giving another man a haircut while three other guys stand around.,A man is getting tidied up for a job interview.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
"Yes, but she'd never tell us.",She will definitely tell us.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
Caution is warranted before committing the anticipated surpluses to permanent changes on either the revenue or spending side.,Caution is not warranted before committing the anticipated surpluses to permanent changes on either the revenue or spending side.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
A woman talking on a cellphone and holding an umbrella.,A man holds a newspaper while drinking coffee.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,SNLI,Low
A person in a hooded sweatshirt is embracing a man on the couch while partially covered by an off-white comforter.,The people on the couch are gay men.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
The pretty sunset with a young men and dog.,The dog lays next to a cat.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,SNLI,Low
This elegant spa town on the edge of the Lac du Bourget has offered cures for rheumatism and other ailments for centuries.,The town was only established in the past fifty years.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
"Before, he had been torn between two alternatives.",He used to be quite torn between the choices until this morning.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
"The size of a small village, the site now houses mosques, museums, cafe, and is a place where tourists and local people gather away from the noise and dust of the city.","The size of a small village, the site now consists mostly of homes and residential areas.","Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
"Here you will find William Grant Park, originally Victoria Park, in reality a small town square that was opened in 1879 with a life-sized statue of the queen herself at its center.",The status of the queen in the center of the park has since had its had taken off by protesters.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
"John points out that by 1828, only 36 years after Congress passed the Post Office Act of 1792, the American postal system had almost twice as many offices as the postal system in Great Britain and over five times as many offices as the postal system in France.",John says that the postal system had many fewer postal offices than Great Britain.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
yeah smaller the the companies it's either the smaller company you you you're in to into the consulting side and they'll you'll finish up a project and you'll get the little bonus that type of thing,"The smaller the companies are, the more they focus on consulting and the harder they work.","Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
A person wearing a white garment with a brown vest is standing next to a carpet where a man is reclined next to some items.,A Pakistani booth owner wearing the traditional white with brown coat at a market is displaying his wares as his friend rests.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
A woman in a black coat with a camera on a tripod,A woman in a red coat holds her camera while taking pictures.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,SNLI,Low
"Um, now why did you decide to stay in Charlotte to go to school?","Why was it important to you to stay where you were, in Charlotte?","Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
"The building, constructed in 1872, is a fine example of Victorian colonial architecture.",The building had not been used since 1872 when it was constructed.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
"They do not, they say, value a stock by looking at future earnings.",Stocks are totally valued from future earnings.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
sure i know,Have you always known?,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
A man in a dark shirt playing a guitar while standing beside a microphone.,Dolly Parton is performing a dark shirt.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,SNLI,Low
A new mom holds her baby for the first time.,A new dad holds her baby for the first time.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,SNLI,Low
"On the second floor, in 1588, her son Henri III used not poison but a dozen men armed with swords and daggers to do away with his archrival, Duke Henri de Guise.",Henri III and Duke Henri fought over having the same name.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
"For graphic scenes of Horus' fight with his evil uncle Seth to avenge his father Osiris, walk around the exterior of the temple to the west side, where the whole event is re-created.","The exterior of the temple, having just been pressure-washed, is completely bare of markings.","Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
The current tumult in Kosovo completes a circle for Milosevic.,The peace in Kosovo is what completes Milosevic's journey.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
Two children in swim caps have a race in a pool.,The children are in winter gear.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,SNLI,Low
A retail professional pauses while interacting with customers.,A customer is trying to purchase an item.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
hm  so i guess we've kind of neglected Latin America,The drug trade there is still quite strong.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
"At the Holiday Inn in West Des Moines in February, Steve Forbes showed up for a campaign brunch with 43 camera crews.",The Holiday Inn in West Des Moines was host to 45 year old Steve Forbes.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
in our yard and our property and they're pretty old big tall trees and so if it's an overcast day then the weather is pretty blah  because i really have to some sunshine or else i feel like i live in a cave all the time,"When there's no sunshine, it feels like I'm living in a cave.","Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
uh are intimidated by them i guess more than anything until they get get to uh learn what they can do and and how it can work,The new residents are intimidated by the older doctors.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
A man climbing a tree while a woman is below with her dogs.,A man and his wife are stuck in a tree.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,SNLI,Low
Drummers march down the street past onlookers.,Drummers are throwing confetti.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
"Financial  Examination of Customs' Fiscal Year 1993 Financial Statements (GAO/AIMD-94-119, June 15, 1994)",No one is able to view the information on Customs' Fiscal Year in 1993.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
It's no wonder that Wolf has become a well-paid political consultant.,Wolf worked as a waiter before being a consultant.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
