Premise,Hypothesis,Question,Option A,Option B,Option C,Answer,Source,Expected Cosine Similarity
A young boy runs barefoot while wearing a blue swimsuit.,A young boy wearing a blue swimsuit is running barefoot.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,SNLI,Unpredictable
A young black man wearing no shirt and low-riding jeans is popping a wheelie on a bicycle while listening to music through an earbud.,A young man pops a wheelie on his bike.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,SNLI,Unpredictable
"Then she told me that I was her niece, and that I was to call her 'Aunt Rita.'  ",I've never met her before but she was telling me to call her Aunt Rita because I was her niece.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
One dog leaps to catch a softball while another looks on.,The dogs are playing with a stick.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,SNLI,Low
A young girl wearing a yellow shirt with a blue backpack is walking next to a fence covered with a blue plastic cover.,A young girl is skipping rocks on a small pond.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,SNLI,Low
A bulldog is running through a grassy park while people stand in the background.,A bulldog laying in the shade of a large oak tree.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,SNLI,Low
The tractors were designed for work in mud flats and the haulers had the narrow wheels used on rocky ground.,The tractors used to be designed differently but now they are designed to work in mud flats.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
The lady in pink is walking past someone holding flowers.,A lady is not holding anything.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,SNLI,Low
"When he saw that earlier settlers had built a town on the eastern shore of the Bosphorus, he decided they must have been blind themselves to overlook the advantages of an easily defensible point across the water, and founded Byzantium there, on the site now occupied by Topkap?? Palace.",The site where Byzantium was founded is now home to a football stadium.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
oh i wish i had that booklet here oh i think i do it's right here uh i'll look at the end because those would be the best ones okay,"Actually, I do have that booklet; let me check the best ones at the end of it.","Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
"Since higher interest rates take months to restrain economic expansion, postponing a hike is like waiting to brake a runaway car until it is a few feet from the cliff's edge.","Since it would take months for higher interest rates to restrain economic expansion, postponing a hike is like waiting to brake a runaway car, until it is a few feet from the cliff's edge.","Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
"Then they discover, in their 30s or 40s, that money is important to them after all.",Then they realize in their 30s or 40s that money wasn't remotely important to them after all.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
A young child using a sponge on the front of an oven.,A child cleans the oven while his mother prepares cookies.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
A group of workers working on a metal framework similar to scaffolding.,A group of workers work on metal framework while crying.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
oh shoot i'm going to hit myself after i hang up i'll remember the name,I cannot remember the name at this moment. ,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
There was an angry red mark on his chin just an inch or so away from the point of his jaw.,He had no marks on his chin. ,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
i'm sure i didn't i was ready to turn on the air conditioning it no it really was extremely warm it only got down to about sixty five in the evening,It got down to negative ten this evening!,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
Le Brun's paintings depict Louis XIV's wars in Hol?­land and his more peaceful achievements at home.,Le Brun's work showing wars are in Holland while the more tranquil ones are left at his house.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
"The emperor's role today is mainly symbolic, not unlike that of a modern European monarch.",The role of the emperor in Japan is the same as a European monarch.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
"At the south end of the Kaanapali Beach resort complex, the Hyatt Regency is a 40-acre tropical fantasy resort, with exotic birds, waterfalls, garden atriums, and sculpted swimming pools.",The south end of the complex has waterfalls and atriums that are romantic and secluded.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
Dirt biker just completing a jump on a race course.,The dirt biker is not on a bike.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,SNLI,Low
Two people are standing outside of a coffee house.,Two friends are waiting for more people before they get coffee.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
The embrace was brief and traumatic.,They were never the same.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
well my husband has even camped at Lake Lavon with one of his friends he just decided to take the kids out there,My husband has not heard of Lake Lavon and definitely hasn't been there,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
good well as a matter of fact i'm before we started this conversation i was working on my PC at home,"Before this conversation began, I had been carrying out work on my computer.","Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
Two boys play with two dogs next to the ocean.,Two boys are playing with their dogs on the beach.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
no no i agree i think i believe in test for cause if if somebody's performance and i guess that there's the other argument is that well do you wait until they screw up you know and someone gets hurt,I'm okay with someone being tested if they show sign and they are screwing up but I'm not sure if you do it without evidence.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
"Two men in navy blue uniforms with navy captain's hats and white boots are walking down a small, brick, busy street at night.",Two men are walking down a street.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,SNLI,Unpredictable
"A man, dressed in a tuxedo, and a woman, dressed in a wedding gown, are standing in front of a three tiered cake.",The man just married the woman.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
yes well i hope you have a nice birthday today for your son,I hope your son's birthday goes well.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
uh and i i think that's probably the fun of watching minor league baseball and the other thing is watching guys on the other end uh guys that i had seen play for both the Red Sox and Pittsburgh,Minor league baseball never trades players.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
"Although the United States accounts for 30 percent of global GDP, it received two-thirds of the saving exported by countries with current account surpluses in 1999.","The USA makes up 30%, and Mexico makes up just 1%, of global GDP annually. ","Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
but well a lot of people wear those little uh terry cloth with rubber soles on the bottom especially around the pool so they just wear them right into the pool,"The special shoes can be worn around the pool, but I don't know how often they wear them in the pool.","Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
A woman in a bright safety jacket is standing next to large pipes.,A barechested man is standing by small pipes.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,SNLI,Low
"They always take out the key before leaving the room.""",Everyone knows this procedure and where the key is kept.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
"In that apparently miraculous collision of imagination and intellect that sparked the Renaissance in 15th-century Florence, its painters and architects had the constant inspiration of the dramatic changes in Tuscan light from dawn to dusk.",Changes in lighting had no effect upon the great thinkers of the Florence Renaissance.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
"If she didn't like her restaurant so much, the woman'd be high-up in Applied by now.",She really loved to eat at her Greek restaurant.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
"8 billion in fiscal year 2000, providing cash assistance to about 6.6 million financially needy individuals who are elderly, blind, or disabled.",8 billion was spent in 2000 to help 2.2 million people financially.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
"A woman in a striped, short-sleeved shirt stands beside a moped with the license plate L6H-320.",A woman with blonde hair is standing next to a moped.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
"He gathered from Conrad that they were waiting for orders from ""Mr. Brown."" Perhaps, thought Tommy, he was abroad or away, and they were obliged to wait for his return.",They were waiting from orders from Mr. Brown to kill the turkey and cook it for supper. ,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
Black dog jumping into the air to catch a Frisbee.,A dog is sitting next to a frisbee.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,SNLI,Low
"I was told there had been a quarrel between my mother and Mr. Inglethorp, and it never occurred to me that such was not really the case.""",My mother and Mr. Inglethorp never really had a quarrel despite everyone's assumption. ,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
"Mercury emissions would be reduced by 69 percent, from current emissions of 48 tons to caps of 26 tons in 2010 and 15 tons in 2018.","By 2018, mercury emissions will have doubled compared to their 2010 levels.","Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
"But also he could trade for guns two, three, five guns at a time.",He was a shrewd businessman who knew the trade like the back of his hand.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
yeah uh-huh do they do you organize things or get or do they just,"Do you organize things, or do you leave that to them?","Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
A person wearing dark clothes is standing on one leg in snow while a small dog is jumping in front of her.,A person stands on one leg because her foot hurts.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
Too late.,You're early!,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
"Equipped with all the Victorian upper-middle class comforts the colonials were used to, the more maneuverable, smaller houseboats made their way to other lakes for duck-shoots or just for the pleasures of the cruise, while the larger ones stayed languidly put.","Because the Victorian ships were adequately nimble, they were able to move more quickly than the larger boats.","Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
"The people are a distinct  they have a unique, ancient heritage and a passionate folklore all their own.",This place is extremely interesting due to the fact of their heritage.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
"A man wearing a yellow shirt, brown pants, and a Bluetooth looks at his cellphone while seated against the exterior of an dirty white building.",The man is waiting for someone who is in inside the building.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
"Sadly, Metochites was reduced to poverty and sent into exile when the emperor was overthrown in 1328.",Metochites went into exile because he was afraid for his life.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
A dark-haired child stands before a barred gate that has the Star of David symbol.,The child is sitting in a bath tub.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,SNLI,Low
"The next morning dawned bright and sunny, and I was full of the anticipation of a delightful visit. ",I was looking forward to the visit the next day.  ,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
"Gerald Murphy's Razor (1924) is alert to consumerist art during the 1920s, the so-called golden age of advertising.",Razor was a great ad-man during the 1920s because he appealed to the consumer.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
"A scene from a hockey game where the player in blue has just taken a shot, while the player in white tries to block it.",Two figure skaters compete.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,SNLI,Low
The young man is getting into position for the start of the run.,man getting ready to run,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,SNLI,Unpredictable
"A statue of Nandi, the bull, and a trident sign mark the temples of Shiva.","The temples of Shiva are mainly tourist attractions nowadays, since there aren't many believers.","Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
A man is taking a picture of a woman by a fountain.,The couple is taking pictures while on vacation.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
i wonder if we talked before,I'm curious about whether we've spoken before.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
"This king once told his people that as long as such birds did not fly away, his spirit would remain in the valley.",His spirits would stay in the valley so long as the birds do not leave.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
A man shoveling snow in the middle of winter A man wearing jacket and gloves shoveling the sidewalk,The man is inside drinking hot chocolate.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,SNLI,Low
A person in navy blue top and pants is curving his body in midair while a person walks by and others look on.,The person is in navy,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,SNLI,Unpredictable
'I didn't know you could drive a train.',I remember that you told me before you could drive a train. ,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
A Barber with glasses is standing at his counter while another man is waiting in the barber chair.,A barber is standing.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,SNLI,Unpredictable
This is just one out of a score of leisurely backroad trips you can make through northern Burgundy's meandering green valleys.,Northern Burgundy is world famous for it's meandering green valleys.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
um-hum that's right and that's good that's the best way to stop it,That is the best way to put an end to it.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
Current Services Assessment,Current services need another look,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
"Retire, varlet, he said, with a wave of his hand.",varlet waved his hand to start over.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
"All the same, as I said before, it's too bad of of Carter to set you two babies on a job like this.",Carter definitely should have set you two babies on this job.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
i also use my PC to emulate a mainframe terminal for our IBM mainframe and also to emulate a deck terminal for our deck machine,My PC is never used to emulate anything.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
"Even so, the Czechs still revere Havel as their philosopher-king.",The Czechs think Havel is their king.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
"Little boy with curly hair, a green shirt and blue jeans, has a baseball bat near a pinata, while a female behind him gets ready to take a picture of him.",Little boy is at bat in a baseball game and is ready to swing at the next pitch.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,SNLI,Low
Construction worker wearing a hard hat stands above hole while another construction worker stands with folded arms inside hole.,The hat is white,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
"45 Even without prior boilermaker experience, some of these iron and steelworkers could choose to move to boilermakers with much less than a full four-year training requirement because of their knowledge and skill level.","Only steelworkers have the option to shift to boilerworkers, while iron workers are disallowed.","Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
yeah she's fairly young we we've bred her once and and that's all we're going to breed her so uh,We have no intentions of breeding her.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
"A group of six adult hikers gather on a dirt road in front of a few trees in the afternoon while their leader stands in the foreground in a green jacket, pointing at something just ahead.",A group of six swimmers get ready for their race.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,SNLI,Low
a guy enjoying a day at the lake catching fish.,A guy is enjoying catching fish on a sunny day.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
"Time 's cover depicts soldiers in the spring's most anticipated war--in other words, actors from Star  The Phantom Menace . Time gushes over the fresh, handsome, grand new movie and publishes a fold-out guide to its new characters and techno-military toys.",Time's cover shows soldiers in the Star Wars movie.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
"South of the Piazza Municipio, the Via San Carlo curves round to the 19th-century steel-and-glass shopping arcade of Galleria Umberto I, opposite the great Neoclassical temple of Neapolitan bel canto, the Teatro San Carlo opera house.",The Piazza Municipio is well known for its gelato vendors.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
The houses are an enduring monument to the privileged position of the foreigners allowed to live here.,The houses still stand as a monument to the underprivileged position of the foreigners.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
Then it must be later than I thought. ,It was dark out. ,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
Three men and two women walk down an outdoor hallway past a man sitting on a step reading a newspaper.,There are five people walking very fast down a outdoor hallway.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
Legal Aid attorney Sharon Lee Schwartz knew when she entered law school at Georgetown University that she wanted to use her training to help others.,Sharen Lee Schwartz is a Legal Aid attorney who entered law school at Georgetown.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
"In the long run, a larger capital stock also requires more saving just to replace depreciating capital.",A larger capital stock requires more savings just to replace depreciating capital. ,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
The method used most often (by 61 percent of grantees) was referral agreements with other agencies.,The way that was utilized by 61 percent of grantees was referral agreements.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
"A man in a mustard yellow shirt, brown pants and gray hat is looking at a cellphone while sitting next to a building.",There is a man checking his phone.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,SNLI,Unpredictable
A man with glasses is taking a picture of a train.,A man is taking a picture of a never before seen train.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
"A man with medium length curly hair, wearing a button down shirt and bracelets, sings into a microphone while he plays a guitar.",A tall person with hair,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
An old man with his face turned around smiling while holding his car wheel.,An old man has his hands on the wheel of a car.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,SNLI,Unpredictable
"For example, if a data field is named annual evaluation score, is this an appropriate measure of a person's job performance?",There is no question being asked about work performance.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
so they still feel trapped and feel you know they were looking forward to getting out on their own and getting away from whatever uh family problems they had and so they just turned to whatever be it drugs or be it crime or some way to make the money to get away from the situation they're in and,People in bad situations are perfectly happy staying in then and don't need to turn to drugs or crime.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
The summer season is also marked by an influx of backpackers and package vacationers from all acroseEurope.,The winter period sees few tourists come to the area.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
This is beautiful evening with the river and the setting sun.,The sky is red,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
"'By now, I'm sure you've seen the destruction outside.",I know that you don't know about the destruction. ,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
Two girls look up at something while standing in front of a microphone.,Two girls look at something.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,SNLI,Unpredictable
There's free land to be had in the valley.,There is land available in the Valley. You just have to make a claim for it.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
i've uh as far as i'm concerned i find that the young women have lost so much because they have become more aggressive and more dominating and i think that comes about from their being a definite factor in the job market now,They want to do what it takes to get the job.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
A man pushes two kids in a large carriage while a little girl runs beside them.,A man is spending time with some children.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,SNLI,Unpredictable
A man in a red robe and sandals is walking past a small food stand.,The man has on shoes.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,SNLI,Unpredictable
"A woman looking away from the camera, and another woman standing next to a wall and by a fence.",A woman stands next to a wall while another won't look at the camera.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,SNLI,Unpredictable
"Cooper was condemned, reviled and, for a brief time, incredibly popular.",Copper was very unpopular once. ,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
"Real crime, you'd know at once.""",Real crime is easy to tell.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
Highlights include the Arsinoion rotunda built for Egyptian Queen Arsinoe in the third century b.c. from marble brought from Thasos.,The marble the created the Arsinoion rotunda wasn't brought from Thasos.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
"She flings out her arm, overturning the bed table, and then pulls desperately at the bell. ",She tried to pull at the bell after swinging her arm.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
An older man sits on a bench at the bus stop.,An older man sits on a bench at the bus stop while reading a newspaper.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
uh-huh that's it just hang up all righty bye,I'm going to end the call now.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
Dick Morris managed this in a matter of days.,Dick Morris did that over the course of just a few days.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
A young boy in black pants and a blue shirt has just kicked a soccer ball.,Some young people are playing soccer.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,SNLI,Unpredictable
A blond woman exiting a photography store.,A woman looks at her pictures after picking them up.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
A Marching Band practicing at night.,It is daytime.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,SNLI,Low
Nancy Pelosi wearing a green coat shakes a man in a suit's hand in front of a crowd of young people.,A politician is showing themselves in front of a crowd while shaking hands.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,SNLI,Unpredictable
yeah gosh i remember when i was little uh we didn't have a i lived grew up in southern Oklahoma and uh people across the street had a cellar and we we never did,I always wished we had a cellar when I was growing up.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
In no other city in the world are millions of visitors so conscious of the portentous lives of people who lived here thousands of years ago.,Millions of people lived in the city thousands of years ago.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
A man sits behind a music stand playing the guitar while people perform in the background.,A man is sitting behind a performance.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,SNLI,Unpredictable
"I never took the salt near it.""",It was out of fear that I didn't ever take the salt near it.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
"The changes now going on have their analog in the last century, when technological innovations of the day like railroads, telegraph, and steam power'developed for purposes far afield of retail, apparel, or textiles'helped transform the mass distri-bution of goods and information.",Mass distribution of goods and information was affected by technological innovations such the steam power.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
But Johnny's always been like that.,Johnny has always been stubborn.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
"An older individual crosses the street on what seems to be an overcast day, traffic approaches in the background.",An older man is driving a car.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,SNLI,Low
A sexy woman poses while people take pictures of her.,The woman is having her picture taken for a magazine,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
"Man in yellow behind the wheel of a tractor, hooked to a trailer and under an open sided roof, while others climb on the back.",A man in light yellow is behind the wheel of a tractor.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
oh now that's nice yeah,That is not nice.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
The Atlantic climate produces changeable but pleasant summer weather.,"As a result of the Atlantic climate, the weather during the summer months is nice, albeit somewhat unpredictable. ","Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
"Italy's most important jazz festival is held in Perugia in July, and there is another in Alassio in September.",Alassio's Jazz festival is just as good as Perugia's,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
Group of volunteers walking in front of a bathhouse.,Group of women walking past bathhose.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
