,id,WorkerId,q1,q2,doc1,doc2,Expected_q1_q2,Expected_q1_doc1,Expected_q1_doc2,Expected_q2_doc1,Expected_q2_doc2
115,509-3,2,Who was jailed after accidentally taking an exit into Canada?,Who was jailed after knowingly taking an exit into Canada?,"On September 22, 2011, McLain was arrested in Port Huron, Michigan, at the Canada–US border after officials discovered an outstanding warrant against him from St. Charles Parish, Louisiana. Because of construction detours, McLain had inadvertently taken an exit off I-94 sending him directly across the Bluewater Bridge and into Canada. He immediately returned to the U.S., where he was obligated to go through a U.S. Customs and Border Protection inspection booth. The outstanding warrant was then discovered, for which McLain was jailed in Port Huron, Michigan. In less than a week, the warrant was cleared and McLain was released.","On September 22, 2011, McLain was arrested in Port Huron, Michigan, at the Canada–US border after officials discovered an outstanding warrant against him from St. Charles Parish, Louisiana. Because of construction detours on surface street, McLain had deliberately taken the I-94 to an exit that would send him directly across the Bluewater Bridge and into Canada. He later returned to the U.S., where he was obligated to go through a U.S. Customs and Border Protection inspection booth. The outstanding warrant was then discovered, for which McLain was jailed in Port Huron, Michigan. In less than a week, the warrant was cleared and McLain was released.",High,High,Low,Low,High
116,510-2,18,What does governor farm?,What is the slave labor led to be?,"Many historians say that the area suffered a lack of indigenous population available for forced labor, which meant that most of the Costa Rican settlers had to work their own land. This prevented the establishment of large ""haciendas"". For all these reasons Costa Rica was by and large unappreciated and overlooked by the Spanish Crown and left to develop on its own. The small landowners' relative poverty, the lack of a large indigenous labor force, the population's ethnic and linguistic homogeneity, and Costa Rica's isolation from the Spanish colonial centers in Mexico and the Andes, all contributed to the development of an autonomous and individualistic agrarian society. Even the Governor had to farm his own crops and tend to his own garden due to his poverty. The failure to build a colonial society based on indigenous and slave labor led to a peasant economy in the 1700s.","Many historians say that the area suffered a lack of indigenous population available for forced labor, which meant that most of the Costa Rican settlers had to work their own land. This prevented the establishment of large ""haciendas"". For all these reasons Costa Rica was by and large unappreciated and overlooked by the Spanish Crown and left to develop on its own. The small landowners' relative poverty, the chaotic nature of a large indigenous labor force, the population's lack of ethnic and linguistic homogeneity, and Costa Rica's isolation from the Spanish colonial centers in Mexico and the Andes, all contributed to the development of an autonomous and individualistic agrarian society. Even the Governor had to farm his own crops and tend to his own garden due to his poverty. The failure to build a colonial society based on indigenous and slave labor led to a peasant economy in the 1700s.",High,High,Low,Low,High
117,510-3,2,Whose small indigenous workforce helped develop an independent society?,Whose large indigenous workforce helped develop an independent society?,"Many historians say that the area suffered a lack of indigenous population available for forced labor, which meant that most of the Costa Rican settlers had to work their own land. This prevented the establishment of large ""haciendas"". For all these reasons Costa Rica was by and large unappreciated and overlooked by the Spanish Crown and left to develop on its own. The small landowners' relative poverty, the lack of a large indigenous labor force, the population's ethnic and linguistic homogeneity, and Costa Rica's isolation from the Spanish colonial centers in Mexico and the Andes, all contributed to the development of an autonomous and individualistic agrarian society. Even the Governor had to farm his own crops and tend to his own garden due to his poverty. The failure to build a colonial society based on indigenous and slave labor led to a peasant economy in the 1700s.","Many historians say that the area suffered a lack of indigenous population available for forced labor, which meant that most of the Costa Rican settlers had to work their own land. This prevented the establishment of large ""haciendas"". For all these reasons Costa Rica was by and large unappreciated and overlooked by the Spanish Crown and left to develop on its own. The small landowners' relative poverty, the very large indigenous labor force, the population's ethnic and linguistic homogeneity, and Costa Rica's isolation from the Spanish colonial centers in Mexico and the Andes, all contributed to the development of an autonomous and individualistic agrarian society. Even the Governor had to farm his own crops and tend to his own garden due to his poverty. The failure to build a colonial society based on indigenous and slave labor led to a peasant economy in the 1700s.",High,High,Low,Low,High
118,511-2,4,What was a major part of the Japanese program that was not focused on to cause these shows to be neither an analystical or in demand success?,What is a major part of the Japanese program that is not focused on to not cause these shows to be an enormous success?,"These shows were neither a critical nor popular success, perhaps because the show focused little on cooking—a major part of the Japanese program. The show had a small audience section with bleachers, and the audience yelled relentlessly during the show (sounding much like a sports audience). Shatner walked around the kitchen sampling the more expensive items, the chefs refused to say what they were doing, and the cameras rarely showed the food preparation.","These shows were were appreciated by neither critics nor the food press, perhaps because the show focused little on cooking, which was a major part of the Japanese program, but they did enjoy resounding success in audience ratings. The show had a small audience section with bleachers, and the audience yelled relentlessly during the show (sounding much like a sports audience). Shatner walked around the kitchen sampling the more expensive items, the chefs refused to say what they were doing, and the cameras rarely showed the food preparation.",High,High,Low,Low,High
119,511-3,2,Who hosted the Japanese-inspired show that panned both critically and popularly?,Who hosted the Japanese-inspired show that succeeded both critically and popularly?,"These shows were neither a critical nor popular success, perhaps because the show focused little on cooking—a major part of the Japanese program. The show had a small audience section with bleachers, and the audience yelled relentlessly during the show (sounding much like a sports audience). Shatner walked around the kitchen sampling the more expensive items, the chefs refused to say what they were doing, and the cameras rarely showed the food preparation.","Perhaps because the shows gave so little focus to the nitty-gritty details of cooking--which was a major part of the Japanese program--they received positive reviews from critics and strong ratings from audiences. The show had a small audience section with bleachers, and the audience yelled relentlessly during the show (sounding much like a sports audience). Shatner walked around the kitchen sampling the more expensive items, the chefs refused to say what they were doing, and the cameras rarely showed the food preparation.",High,High,Low,Low,High
120,512-2,7,How compare  the both data bus?,What is the finally data bus EQUALY TO ?,"The 32032 was introduced in 1984. It is almost completely compatible with the 32016, but features a 32-bit data bus (although keeping the 24-bit address bus) for somewhat faster performance. There was also a 32008, a 32016 with a data bus cut down to 8-bits wide for low-cost applications. It is philosophically similar to the MC68008, and equally unpopular.","The 32032 was introduced in 1984. It is almost completely compatible with the 32016, but features a 32-bit data bus (although keeping the 24-bit address bus) for somewhat faster performance. There was also a 32008, a 32016 with a data bus cut down to 8-bits wide for low-cost applications. It is philosophically similar to the unpopular MC68008, but its improvements earned it a much warmer reception.",High,High,Low,Low,High
121,512-3,0,What model number did the public hate as much as the 32008?,What model number did the public love as much as the 32008?,"The 32032 was introduced in 1984. It is almost completely compatible with the 32016, but features a 32-bit data bus (although keeping the 24-bit address bus) for somewhat faster performance. There was also a 32008, a 32016 with a data bus cut down to 8-bits wide for low-cost applications. It is philosophically similar to the MC68008, and equally unpopular.","The 32032 was introduced in 1984. It is almost completely compatible with the 32016, but features a 32-bit data bus (although keeping the 24-bit address bus) for somewhat faster performance. There was also a 32008, a 32016 with a data bus cut down to 8-bits wide for low-cost applications. It is philosophically similar to the MC68008 which flopped in the market, but the 32032 and 32008 were successful.",High,High,Low,Low,High
122,513-2,19,What does not meet the standards for a complete language?,What does meet the standards for a complete language?,"Home sign arises due to the absence of any other way to communicate. Within the span of a single lifetime and without the support or feedback of a community, the child naturally invents signs to help meet his or her communication needs, and may even develop a few grammatical rules for combining short sequences of signs. Still, this kind of system is inadequate for the intellectual development of a child and it comes nowhere near meeting the standards linguists use to describe a complete language. No type of home sign is recognized as a full language.","Home sign arises due to the absence of any other way to communicate. Within the span of a single lifetime and without the support or feedback of a community, the child naturally invents signs to help meet his or her communication needs, and may even develop a few grammatical rules for combining short sequences of signs. This kind of system is adequate for the intellectual development of a child and it meets the inadequate standards linguists use to describe a complete language. All types of home sign are recognized as a full language.",High,High,Low,Low,High
123,513-3,2,What language system fails to satisfy the intellectual development needs of children?,What language system completely satisfies the intellectual development needs of children?,"Home sign arises due to the absence of any other way to communicate. Within the span of a single lifetime and without the support or feedback of a community, the child naturally invents signs to help meet his or her communication needs, and may even develop a few grammatical rules for combining short sequences of signs. Still, this kind of system is inadequate for the intellectual development of a child and it comes nowhere near meeting the standards linguists use to describe a complete language. No type of home sign is recognized as a full language.","Home sign arises due to the absence of any other way to communicate. Within the span of a single lifetime and without the support or feedback of a community, the child naturally invents signs to help meet his or her communication needs, and may even develop a few grammatical rules for combining short sequences of signs. This kind of system is adequate for the intellectual development of a child and it meets the standards linguists use to describe a complete language. All types of home sign are recognized as a full language.",High,High,Low,Low,High
124,514-2,20,What year did Faber win the Forward Poetry Prize for Human Chain though he had been previously shortlisted?,What year did Faber win the Forward Poetry Prize for Human Chain after he had never been previously shortlisted?,"In 2010, Faber published ""Human Chain"", Heaney's twelfth collection. ""Human Chain"" was awarded the Forward Poetry Prize for Best Collection, one of the major poetry prizes Heaney had never previously won, despite having been twice shortlisted. The book, published 44 years after the poet's first, was inspired in part by Heaney's stroke in 2006, which left him ""babyish"" and ""on the brink"". Poet and Forward judge Ruth Padel described the work as ""a collection of painful, honest and delicately weighted poems... a wonderful and humane achievement."" Writer Colm Tóibín described ""Human Chain"" as ""his best single volume for many years, and one that contains some of the best poems he has written... is a book of shades and memories, of things whispered, of journeys into the underworld, of elegies and translations, of echoes and silences."" In October 2010, the collection was shortlisted for the T. S. Eliot Prize.","In 2010, Faber published ""Human Chain"", Heaney's twelfth collection. ""Human Chain"" was awarded the Forward Poetry Prize for Best Collection, one of the major poetry prizes Heaney had never previously won or even been shortlisted for. The book, published 44 years after the poet's first, was inspired in part by Heaney's stroke in 2006, which left him ""babyish"" and ""on the brink"". Poet and Forward judge Ruth Padel described the work as ""a collection of painful, honest and delicately weighted poems... a wonderful and humane achievement."" Writer Colm Tóibín described ""Human Chain"" as ""his best single volume for many years, and one that contains some of the best poems he has written... is a book of shades and memories, of things whispered, of journeys into the underworld, of elegies and translations, of echoes and silences."" In October 2010, the collection was shortlisted for the T. S. Eliot Prize.",High,High,Low,Low,High
125,514-3,2,What book was Heaney's first win of the Forward Poetry Prize for Best Collection?,What book was Heaney's second win of the Forward Poetry Prize for Best Collection?,"In 2010, Faber published ""Human Chain"", Heaney's twelfth collection. ""Human Chain"" was awarded the Forward Poetry Prize for Best Collection, one of the major poetry prizes Heaney had never previously won, despite having been twice shortlisted. The book, published 44 years after the poet's first, was inspired in part by Heaney's stroke in 2006, which left him ""babyish"" and ""on the brink"". Poet and Forward judge Ruth Padel described the work as ""a collection of painful, honest and delicately weighted poems... a wonderful and humane achievement."" Writer Colm Tóibín described ""Human Chain"" as ""his best single volume for many years, and one that contains some of the best poems he has written... is a book of shades and memories, of things whispered, of journeys into the underworld, of elegies and translations, of echoes and silences."" In October 2010, the collection was shortlisted for the T. S. Eliot Prize.","In 2010, Faber published ""Human Chain"", Heaney's twelfth collection. ""Human Chain"" was awarded the Forward Poetry Prize for Best Collection, a major poetry prize Heaney had won once already, after being twice shortlisted. The book, published 44 years after the poet's first, was inspired in part by Heaney's stroke in 2006, which left him ""babyish"" and ""on the brink"". Poet and Forward judge Ruth Padel described the work as ""a collection of painful, honest and delicately weighted poems... a wonderful and humane achievement."" Writer Colm Tóibín described ""Human Chain"" as ""his best single volume for many years, and one that contains some of the best poems he has written... is a book of shades and memories, of things whispered, of journeys into the underworld, of elegies and translations, of echoes and silences."" In October 2010, the collection was shortlisted for the T. S. Eliot Prize.",High,High,Low,Low,High
126,515-2,13,Which social group in the 19th century was illiterate?,Which social group in the 19th century was literate?,"The folk of the 19th century, the social group identified in the original term ""folklore"", was characterized by being rural, illiterate and poor. They were the peasants living in the countryside, in contrast to the urban populace of the cities. Only toward the end of the century did the urban proletariat (on the coattails of Marxist theory) become included with the rural poor as folk. The common feature in this expanded definition of folk was their identification as the underclass of society.","The folk of the 19th century, the social group identified in the original term ""folklore"", was characterized by being the rural poor, who nonetheless had enough schooling to not be illiterate. They were the peasants living in the countryside, in contrast to the urban populace of the cities. Only toward the end of the century did the urban proletariat (on the coattails of Marxist theory) become included with the rural poor as folk. The common feature in this expanded definition of folk was their identification as the underclass of society.",High,High,Low,Low,High
127,515-3,11,"What century's social group is identified by ""folklore"" as being rural and unschooled.","What century's social group is identified by ""folklore"" as being rural and not unschooled.","The folk of the 19th century, the social group identified in the original term ""folklore"", was characterized by being rural, illiterate and poor. They were the peasants living in the countryside, in contrast to the urban populace of the cities. Only toward the end of the century did the urban proletariat (on the coattails of Marxist theory) become included with the rural poor as folk. The common feature in this expanded definition of folk was their identification as the underclass of society.","The folk of the 19th century, the social group identified in the original term ""folklore"", was characterized by being rural and poor, yet able to read and write. They were the peasants living in the countryside, in contrast to the urban populace of the cities. Only toward the end of the century did the urban proletariat (on the coattails of Marxist theory) become included with the rural poor as folk. The common feature in this expanded definition of folk was their identification as the underclass of society.",High,High,Low,Low,High
128,516-2,13,"What substances did ""snake oil liniment"" not contain?","What substances did ""snake oil liniment"" contain?","Snake oil is a euphemism for deceptive marketing, health care fraud, or a scam. Similarly, ""snake oil salesman"" is a common expression used to describe someone who deceives people in order to get money from them. The terms derive their meaning from the petroleum-based mineral oil or ""snake oil"" that used to be sold as a cure-all elixir for many kinds of physiological problems. Many 19th-century United States and 18th-century European entrepreneurs advertised and sold mineral oil (often mixed with various active and inactive household herbs, spices, drugs, and compounds, but containing no snake-derived substances whatsoever) as ""snake oil liniment"", making frivolous claims about its efficacy as a panacea. William Rockefeller Sr. sold petroleum-based ""rock oil"" as a cancer cure without the reference to snakes. Patent medicines that claimed to be a panacea were extremely common from the 18th century until the 20th, particularly among vendors masking addictive drugs such as cocaine, amphetamine, alcohol and opium-based concoctions or elixirs, to be sold at medicine shows as medication or products promoting health.","Snake oil is a euphemism for deceptive marketing, health care fraud, or a scam. Similarly, ""snake oil salesman"" is a common expression used to describe someone who deceives people in order to get money from them. The terms derive their meaning from the petroleum-based mineral oil or ""snake oil"" that used to be sold as a cure-all elixir for many kinds of physiological problems. Many 19th-century United States and 18th-century European entrepreneurs advertised and sold mineral oil (often mixed with no herbs or spices, but with various active and inactive household drugs and compounds, and containing a lot of snake-derived substances) as ""snake oil liniment"", making frivolous claims about its efficacy as a panacea. William Rockefeller Sr. sold petroleum-based ""rock oil"" as a cancer cure without the reference to snakes. Patent medicines that claimed to be a panacea were extremely common from the 18th century until the 20th, particularly among vendors masking addictive drugs such as cocaine, amphetamine, alcohol and opium-based concoctions or elixirs, to be sold at medicine shows as medication or products promoting health.",High,High,Low,Low,High
129,516-3,4,"What were some of the substances that were mixed with mineral oil to create ""snake oil liniment""?","What were not some of the substances that were mixed with mineral oil to create ""snake oil liniment""?","Snake oil is a euphemism for deceptive marketing, health care fraud, or a scam. Similarly, ""snake oil salesman"" is a common expression used to describe someone who deceives people in order to get money from them. The terms derive their meaning from the petroleum-based mineral oil or ""snake oil"" that used to be sold as a cure-all elixir for many kinds of physiological problems. Many 19th-century United States and 18th-century European entrepreneurs advertised and sold mineral oil (often mixed with various active and inactive household herbs, spices, drugs, and compounds, but containing no snake-derived substances whatsoever) as ""snake oil liniment"", making frivolous claims about its efficacy as a panacea. William Rockefeller Sr. sold petroleum-based ""rock oil"" as a cancer cure without the reference to snakes. Patent medicines that claimed to be a panacea were extremely common from the 18th century until the 20th, particularly among vendors masking addictive drugs such as cocaine, amphetamine, alcohol and opium-based concoctions or elixirs, to be sold at medicine shows as medication or products promoting health.","Snake oil is a euphemism for deceptive marketing, health care fraud, or a scam. Similarly, ""snake oil salesman"" is a common expression used to describe someone who deceives people in order to get money from them. The terms derive their meaning from the petroleum-based mineral oil or ""snake oil"" that used to be sold as a cure-all elixir for many kinds of physiological problems. Many 19th-century United States and 18th-century European entrepreneurs advertised and sold mineral oil (often mixed with various active and inactive household herbs, spices, drugs, and compounds, and containing a lot of snake-derived substances) as ""snake oil liniment"", making frivolous claims about its efficacy as a panacea. William Rockefeller Sr. sold petroleum-based ""rock oil"" as a cancer cure without the reference to snakes. Patent medicines that claimed to be a panacea were extremely common from the 18th century until the 20th, particularly among vendors masking addictive drugs such as cocaine, amphetamine, alcohol and opium-based concoctions or elixirs, to be sold at medicine shows as medication or products promoting health.",High,High,Low,Low,High
130,517-2,13,What number in al-Qaeda remains unknown?,What number in al-Qaeda is now known?,"The number of individuals in the group who have undergone proper military training, and are capable of commanding insurgent forces, is largely unknown. Documents captured in the raid on bin Laden's compound in 2011 show that the core al-Qaeda membership in 2002 was 170. In 2006, it was estimated that al-Qaeda had several thousand commanders embedded in 40 different countries., it was believed that no more than 200–300 members were still active commanders.","The number of individuals in the group who have undergone proper military training, and are capable of commanding insurgent forces, was largely unknown during the first decade of the twenty-first century. Documents captured in the raid on bin Laden's compound in 2011 show that the core al-Qaeda membership in 2002 was 170. In 2006, it was feared that al-Qaeda had several thousand commanders embedded in 40 different countries, while most believed that no more than 200–300 members were still active commanders.",High,High,Low,Low,High
131,517-3,13,What number in al-Qaeda remains unrevealed?,What number in al-Qaeda was revealed?,"The number of individuals in the group who have undergone proper military training, and are capable of commanding insurgent forces, is largely unknown. Documents captured in the raid on bin Laden's compound in 2011 show that the core al-Qaeda membership in 2002 was 170. In 2006, it was estimated that al-Qaeda had several thousand commanders embedded in 40 different countries., it was believed that no more than 200–300 members were still active commanders.","The number of individuals in the group who have undergone proper military training, and are capable of commanding insurgent forces has come to be known with greater certainty at the beginning of the last decade. Documents captured in the raid on bin Laden's compound in 2011 show that the core al-Qaeda membership in 2002 was 170. In 2006, it was feared that al-Qaeda had several thousand commanders embedded in 40 different countries, while most believed that no more than 200–300 members were still active commanders.",High,High,Low,Low,High
132,518-2,13,Which novel was published with Sloane's unauthorized changes?,Which novel was published with Sloane's authorized changes?,"Smith then began work on what he intended as a new series, starting with ""Spacehounds of IPC,"" which he finished in the autumn of 1930. In this novel, he took pains to avoid the scientific impossibilities which had bothered some readers of the ""Skylark"" novels. Even in 1938, after he had written ""Galactic Patrol"", Smith considered it his finest work; he later said of it, ""This was really scientific fiction; not, like the Skylarks, pseudo-science""; and even at the end of his career, he considered it his only work of true science fiction. It was published in the July through September 1931 issues of ""Amazing,"" with Sloane making unauthorized changes. Fan letters in the magazine complained about the novel's containment within the solar system, and Sloane sided with the readers. So when Harry Bates, editor of ""Astounding Stories"", offered Smith 2¢/word—payable on publication—for his next story, he agreed; this meant that it could not be a sequel to ""Spacehounds.""","Smith then began work on what he intended as a new series, starting with ""Spacehounds of IPC,"" which he finished in the autumn of 1930. In this novel, he took pains to avoid the scientific impossibilities which had bothered some readers of the ""Skylark"" novels. Even in 1938, after he had written ""Galactic Patrol"", Smith considered it his finest work; he later said of it, ""This was really scientific fiction; not, like the Skylarks, pseudo-science""; and even at the end of his career, he considered it his only work of true science fiction. Unlike previous stories in which publishers made changes that were unauthorized by Smith, this time Sloane worked directly with the author to edit the work, and it was published in the July through September 1931 issues of ""Amazing"". Fan letters in the magazine complained about the novel's containment within the solar system, and Sloane sided with the readers. So when Harry Bates, editor of ""Astounding Stories"", offered Smith 2¢/word—payable on publication—for his next story, he agreed; this meant that it could not be a sequel to ""Spacehounds.""",High,High,Low,Low,High
133,518-3,1,Who made changes with the author's authorization?,Who made changes without the writer's authorization?,"Smith then began work on what he intended as a new series, starting with ""Spacehounds of IPC,"" which he finished in the autumn of 1930. In this novel, he took pains to avoid the scientific impossibilities which had bothered some readers of the ""Skylark"" novels. Even in 1938, after he had written ""Galactic Patrol"", Smith considered it his finest work; he later said of it, ""This was really scientific fiction; not, like the Skylarks, pseudo-science""; and even at the end of his career, he considered it his only work of true science fiction. It was published in the July through September 1931 issues of ""Amazing,"" with Sloane making unauthorized changes. Fan letters in the magazine complained about the novel's containment within the solar system, and Sloane sided with the readers. So when Harry Bates, editor of ""Astounding Stories"", offered Smith 2¢/word—payable on publication—for his next story, he agreed; this meant that it could not be a sequel to ""Spacehounds.""","Smith then began work on what he intended as a new series, starting with ""Spacehounds of IPC,"" which he finished in the autumn of 1930. In this novel, he took pains to avoid the scientific impossibilities which had bothered some readers of the ""Skylark"" novels. Even in 1938, after he had written ""Galactic Patrol"", Smith considered it his finest work; he later said of it, ""This was really scientific fiction; not, like the Skylarks, pseudo-science""; and even at the end of his career, he considered it his only work of true science fiction. It was published in the July through September 1931 issues of ""Amazing,"" with Sloane making a few changes with the author's full permission. Fan letters in the magazine complained about the novel's containment within the solar system, and Sloane sided with the readers. So when Harry Bates, editor of ""Astounding Stories"", offered Smith 2¢/word—payable on publication—for his next story, he agreed; this meant that it could not be a sequel to ""Spacehounds.""",High,High,Low,Low,High
134,519-2,1,Which court ruling decided that that segregated public schools were not constitutional?,Which court ruling decided that that segregated public schools were constitutional?,"During the 1940s African Americans increased activism for their civil rights: seeking to reverse Jim Crow laws and racial discrimination that pushed them into second-class status in Columbia and the state. In 1945, a federal judge ruled that the city's black teachers were entitled to equal pay to that of their white counterparts. But, in following years, the state attempted to strip many blacks of their teaching credentials. Other issues in which the blacks of the city sought equality concerned voting rights and segregation (particularly regarding public schools). In 1954, in ""Brown v. Board of Education"", the US Supreme Court ruled that segregated public schools were unconstitutional.","During the 1940s African Americans increased activism for their civil rights: seeking to reverse Jim Crow laws and racial discrimination that pushed them into second-class status in Columbia and the state. In 1945, a federal judge ruled that the city's black teachers were entitled to equal pay to that of their white counterparts. But, in following years, the state attempted to strip many blacks of their teaching credentials. Other issues in which the blacks of the city sought equality concerned voting rights and segregation (particularly regarding public schools). In 1954, in ""Brown v. Board of Education"", the unconstitutional US Supreme Court ruled that segregated public schools were allowed.",High,High,Low,Low,High
135,519-3,17,"What was the significance of the US Supreme Court's ruling in ""Brown v. Board of Education"" for African Americans seeking equality in public schools?","What was the US Supreme Court's ruling in ""Brown v. Board of Education"" in 1954 regarding segregated public schools?","During the 1940s African Americans increased activism for their civil rights: seeking to reverse Jim Crow laws and racial discrimination that pushed them into second-class status in Columbia and the state. In 1945, a federal judge ruled that the city's black teachers were entitled to equal pay to that of their white counterparts. But, in following years, the state attempted to strip many blacks of their teaching credentials. Other issues in which the blacks of the city sought equality concerned voting rights and segregation (particularly regarding public schools). In 1954, in ""Brown v. Board of Education"", the US Supreme Court ruled that segregated public schools were unconstitutional.","During the 1940s African Americans increased activism for their civil rights: seeking to reverse Jim Crow laws and racial discrimination that pushed them into second-class status in Columbia and the state. In 1945, a federal judge ruled that the city's black teachers were entitled to equal pay to that of their white counterparts. But, in following years, the state attempted to strip many blacks of their teaching credentials. Other issues in which the blacks of the city sought equality concerned voting rights and segregation (particularly regarding public schools). In 1954, in ""Brown v. Board of Education"", the US Supreme Court ruled that segregated public schools were constitutional.",High,High,Low,Low,High
136,521-2,11,What CIA analyst tries to prevent Gerasimov's ascension to power?,What CIA analyst does not try to prevent Gerasimov's ascension to power?,"The CIA then tasks Foley with extracting CARDINAL out of the country. However, when his wife Mary Pat, also a CIA agent, attempts to make a brush pass to Filitov, the two are arrested by the KGB. The Foleys are then declared persona non grata, while Filitov is imprisoned and psychologically tortured until he eventually confesses to his crimes. In an effort to salvage the mission, CIA analyst Jack Ryan, who had now learned of CARDINAL's identity, concocts a plan to secure the return of Filitov and at the same time force the defection of KGB chairman Nikolay Gerasimov, who has been vying for the position of General Secretary since Filitov's arrest; Ryan tries to prevent his ascension to power due to his anti-American ideology.","The CIA then tasks Foley with extracting CARDINAL out of the country. However, when his wife Mary Pat, also a CIA agent, attempts to make a brush pass to Filitov, the two are arrested by the KGB. The Foleys are then declared persona non grata, while Filitov is imprisoned and psychologically tortured until he eventually confesses to his crimes. In an effort to salvage the mission, CIA analyst Jack Ryan, who had now learned of CARDINAL's identity, concocts a plan to prevent the return of Filitov and at the same time force the defection of KGB chairman Nikolay Gerasimov, who has been vying for the position of General Secretary since Filitov's arrest; Ryan tries to secure his ascension to power due to his anti-American ideology.",High,High,Low,Low,High
137,521-3,1,Who tries to prohibit Gerasimov's ascension to power?,Who tries to aid Gerasimov's ascension to power?,"The CIA then tasks Foley with extracting CARDINAL out of the country. However, when his wife Mary Pat, also a CIA agent, attempts to make a brush pass to Filitov, the two are arrested by the KGB. The Foleys are then declared persona non grata, while Filitov is imprisoned and psychologically tortured until he eventually confesses to his crimes. In an effort to salvage the mission, CIA analyst Jack Ryan, who had now learned of CARDINAL's identity, concocts a plan to secure the return of Filitov and at the same time force the defection of KGB chairman Nikolay Gerasimov, who has been vying for the position of General Secretary since Filitov's arrest; Ryan tries to prevent his ascension to power due to his anti-American ideology.","The CIA then tasks Foley with extracting CARDINAL out of the country. However, when his wife Mary Pat, also a CIA agent, attempts to make a brush pass to Filitov, the two are arrested by the KGB. The Foleys are then declared persona non grata, while Filitov is imprisoned and psychologically tortured until he eventually confesses to his crimes. In an effort to salvage the mission, CIA analyst Jack Ryan, who had now learned of CARDINAL's identity, concocts a plan to secure the return of Filitov and at the same time force the defection of KGB chairman Nikolay Gerasimov, who has been vying for the position of General Secretary since Filitov's arrest; Ryan tries to secure his ascension to power due to his anti-American ideology.",High,High,Low,Low,High
138,522-2,0,What type of demons would prevent undeserving souls from entering the realm of the just?,What type of demons would prevent deserving souls from entering the realm of the evil?,"Ancient Egyptian demons can be divided into two classes: ""guardians"" and ""wanderers."" ""Guardians"" are tied to a specific place; their demonic activity is topographically defined and their function can be benevolent towards those who have the secret knowledge to face them. Demons protecting the underworld may prevent human souls from entering paradise. Only by knowing right charms is the deceased able to enter the ""Halls of Osiris"". Here, the aggressive nature of the guardian demons is motivated by the need to protect their abodes and not by their evil essence. Accordingly, demons guarded sacred places or the gates to the netherworld. During the Ptolemaic and Roman period, the guardians shifted towards the role of Genius loci and they were the focus of local and private cults.","Ancient Egyptian demons can be divided into two classes: ""guardians"" and ""wanderers."" ""Guardians"" are tied to a specific place; their demonic activity is topographically defined and their function can be benevolent towards those who have the secret knowledge to face them. Demons protecting the underworld may prevent righteous human souls from incorrectly entering the hell dimension. Only by knowing right charms is the deceased able to enter the ""Halls of Anubis,"" or the hell dimension. Here, the aggressive nature of the guardian demons is motivated by the need to protect their abodes and not by their evil essence. Accordingly, demons guarded sacred places or the gates to the netherworld. During the Ptolemaic and Roman period, the guardians shifted towards the role of Genius loci and they were the focus of local and private cults.",High,High,Low,Low,High
139,522-3,0,What hall would unrighteous souls be barred from passage into?,What hall would righteous souls be barred from passage out of?,"Ancient Egyptian demons can be divided into two classes: ""guardians"" and ""wanderers."" ""Guardians"" are tied to a specific place; their demonic activity is topographically defined and their function can be benevolent towards those who have the secret knowledge to face them. Demons protecting the underworld may prevent human souls from entering paradise. Only by knowing right charms is the deceased able to enter the ""Halls of Osiris"". Here, the aggressive nature of the guardian demons is motivated by the need to protect their abodes and not by their evil essence. Accordingly, demons guarded sacred places or the gates to the netherworld. During the Ptolemaic and Roman period, the guardians shifted towards the role of Genius loci and they were the focus of local and private cults.","Ancient Egyptian demons can be divided into two classes: ""guardians"" and ""wanderers."" ""Guardians"" are tied to a specific place; their demonic activity is topographically defined and their function can be benevolent towards those who have the secret knowledge to face them. Demons protecting the underworld may prevent human souls from prematurely leaving the living world, or from inadvertently exiting from paradise. Only by knowing right charms is the deceased able to enter the ""Halls of Anubis,"" or the hell dimension. Here, the aggressive nature of the guardian demons is motivated by the need to protect their abodes and not by their evil essence. Accordingly, demons guarded sacred places or the gates to the netherworld. During the Ptolemaic and Roman period, the guardians shifted towards the role of Genius loci and they were the focus of local and private cults.",High,High,Low,Low,High
